target_id,dataset_id_rdkit,dataset_id,n_rows,pref_name,organism
CHEMBL5856,5742,33346,73,Serine/threonine-protein kinase PFTAIRE-2,Homo sapiens
CHEMBL5857,5778,33393,323,Trace amine-associated receptor 1,Homo sapiens
CHEMBL5859,5779,33345,36,RAC-alpha serine/threonine-protein kinase,Mus musculus
CHEMBL5861,5781,33348,74,G protein-coupled receptor kinase 4,Homo sapiens
CHEMBL5862,5782,33349,58,Glucagon-like peptide 1 receptor,Rattus norvegicus
CHEMBL5865,5785,33347,36,Transcriptional activator protein traR,Agrobacterium tumefaciens
CHEMBL5866,5786,33350,30,Catenin beta-1,Homo sapiens
CHEMBL5867,5787,33352,30,Transcriptional activator protein luxR,Vibrio fischeri (strain ATCC 700601 / ES114)
CHEMBL5869,5789,33355,54,Heat shock factor protein 1,Homo sapiens
CHEMBL5871,5791,33354,41,Glycine receptor subunit alpha-2,Homo sapiens
CHEMBL5879,5795,33357,58,Hematopoietic prostaglandin D synthase,Homo sapiens
CHEMBL5888,5798,33360,41,Mitogen-activated protein kinase kinase kinase 14,Homo sapiens
CHEMBL5891,5801,33361,59,Protein arginine N-methyltransferase 3,Homo sapiens
CHEMBL5903,5809,33421,399,Activin receptor type-1,Homo sapiens
CHEMBL5905,5810,33374,161,Aldo-keto reductase family 1 member C1,Homo sapiens
CHEMBL5907,5812,33365,79,Serine/threonine-protein kinase LATS2,Homo sapiens
CHEMBL5912,5817,33367,80,Serine/threonine-protein kinase 32B,Homo sapiens
CHEMBL5914,5818,33368,74,Mitogen-activated protein kinase kinase kinase 2,Homo sapiens
CHEMBL5916,5819,33369,31,Membrane-bound transcription factor site-1 protease,Homo sapiens
CHEMBL5931,5827,33373,40,Carbonic anhydrase,Saccharomyces cerevisiae S288c
CHEMBL5932,5828,33385,148,LIM domain kinase 2,Homo sapiens
CHEMBL5936,5830,33391,163,Toll-like receptor 7,Homo sapiens
CHEMBL5938,5832,33387,145,Serine/threonine-protein kinase PLK2,Homo sapiens
CHEMBL5940,5833,33380,91,Serine/threonine-protein kinase MARK1,Homo sapiens
CHEMBL5941,5834,33382,96,Serine/threonine-protein kinase MST4,Homo sapiens
CHEMBL5951,5840,33378,41,Neuropeptide FF receptor 1,Homo sapiens
CHEMBL5952,5841,33379,43,Neuropeptide FF receptor 2,Homo sapiens
CHEMBL5963,5847,33384,37,Proteinase-activated receptor 2,Homo sapiens
CHEMBL5966,5848,33401,175,IgG receptor FcRn large subunit p51,Homo sapiens
CHEMBL5969,5851,33390,79,Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha,Homo sapiens
CHEMBL5970,5852,33389,75,Mitogen-activated protein kinase kinase kinase 3,Homo sapiens
CHEMBL5971,5853,33460,404,Smoothened homolog,Homo sapiens
CHEMBL5973,5855,33392,97,Carbonic anhydrase 15,Mus musculus
CHEMBL5975,5857,33398,121,Serine/threonine-protein kinase RIO1,Homo sapiens
CHEMBL5979,5860,33496,1038,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens
CHEMBL5980,5861,33406,197,Dengue virus type 2 NS3 protein,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)
CHEMBL5982,5863,33394,43,ADAM9,Homo sapiens
CHEMBL5983,5864,33395,70,Aldo-keto reductase family 1 member B10,Homo sapiens
CHEMBL5989,5867,33396,31,Baculoviral IAP repeat-containing protein 5,Homo sapiens
CHEMBL5990,5868,33397,30,Breast cancer type 1 susceptibility protein,Homo sapiens
CHEMBL6000,5908,33403,117,Serine/threonine-protein kinase RIO2,Homo sapiens
CHEMBL6002,5910,33426,276,Cell division cycle 2-like protein kinase 6,Homo sapiens
CHEMBL6003,5911,33490,583,Testis-specific serine/threonine-protein kinase 1,Homo sapiens
CHEMBL6005,5913,33404,118,Serine/threonine-protein kinase 33,Homo sapiens
CHEMBL6006,5914,33400,74,Serine/threonine-protein kinase ULK1,Homo sapiens
CHEMBL6007,5915,33424,246,Transient receptor potential cation channel subfamily A member 1,Homo sapiens
CHEMBL6009,5916,33468,372,Diacylglycerol O-acyltransferase 1,Homo sapiens
CHEMBL6013,5920,33407,77,Ceramide glucosyltransferase,Mus musculus
CHEMBL6014,5921,33488,516,Testis-specific serine/threonine-protein kinase 2,Homo sapiens
CHEMBL6017,5923,33408,33,Histone deacetylase-like amidohydrolase,Alcaligenes sp. (strain DSM 11172) (Bordetella sp. (strain FB188))
CHEMBL6029,5930,33415,106,Eukaryotic translation initiation factor 2-alpha kinase 1,Homo sapiens
CHEMBL6030,5931,33427,180,Eukaryotic translation initiation factor 2-alpha kinase 3,Homo sapiens
CHEMBL6032,5933,33416,69,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Homo sapiens
CHEMBL6035,5934,33414,40,"Thioredoxin reductase 1, cytoplasmic",Rattus norvegicus
CHEMBL6044,5939,33418,62,Bcl-2-related protein A1,Homo sapiens
CHEMBL6054,5946,33423,82,PAS domain-containing serine/threonine-protein kinase,Homo sapiens
CHEMBL6056,5948,33422,78,Renin,Callithrix jacchus
CHEMBL6068,5954,33419,42,Carbonic anhydrase,Mycobacterium tuberculosis
CHEMBL6079,5962,33429,81,Proto-oncogene protein Wnt-3,Homo sapiens
CHEMBL6080,5963,33438,124,Smoothened homolog,Mus musculus
CHEMBL6082,5965,33431,81,Serine/threonine-protein kinase SIK1,Homo sapiens
CHEMBL6083,5966,33430,74,Receptor-interacting serine/threonine-protein kinase 4,Homo sapiens
CHEMBL6084,5967,33435,111,Acetylcholine-binding protein,Lymnaea stagnalis
CHEMBL6088,5970,33428,35,Cell division control protein 42 homolog,Homo sapiens
CHEMBL6089,5971,33499,1159,Ubiquitin-conjugating enzyme E2 N,Homo sapiens
CHEMBL6093,5973,33433,31,Calmodulin,Homo sapiens
CHEMBL6095,5975,33436,38,DNA (cytosine-5)-methyltransferase 3B,Homo sapiens
CHEMBL6101,5980,33491,494,Signal transducer and activator of transcription 1-alpha/beta,Homo sapiens
CHEMBL6109,5983,33441,33,Kinesin-like protein KIF3B,Homo sapiens
CHEMBL6110,5984,33443,32,Thioredoxin glutathione reductase,Schistosoma mansoni
CHEMBL6113,5986,33448,69,Phosphoethanolamine/phosphocholine phosphatase,Homo sapiens
CHEMBL6114,5987,33444,37,Phospholipase A-2-activating protein,Homo sapiens
CHEMBL6115,5988,33446,37,Lysosomal protective protein,Homo sapiens
CHEMBL6123,5993,33451,80,Serine/threonine-protein kinase DCLK3,Homo sapiens
CHEMBL612444,5996,33456,56,Mitochondrial complex V; ATP synthase,Bos taurus
CHEMBL6136,6040,33461,50,Lysine-specific histone demethylase 1,Homo sapiens
CHEMBL6137,6041,33480,227,Thymidylate synthase,Escherichia coli
CHEMBL6140,6043,33463,99,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Rattus norvegicus
CHEMBL6141,6044,33462,39,Acyl-CoA:cholesterol acyltransferase,Oryctolagus cuniculus
CHEMBL6145,6048,33478,204,"Inosine-5'-monophosphate dehydrogenase, probable",Cryptosporidium parvum
CHEMBL6148,6051,33492,476,Eukaryotic translation initiation factor 4E,Mus musculus
CHEMBL614865,6052,33467,92,Mitochondrial complex I; NADH oxidoreductase,Bos taurus
CHEMBL6149,6053,33464,73,Serine/threonine-protein kinase SIK3,Homo sapiens
CHEMBL6150,6054,33465,72,Serine/threonine-protein kinase 32A,Homo sapiens
CHEMBL6154,6058,33469,63,Tankyrase-2,Homo sapiens
CHEMBL6157,6060,33472,87,Tumor susceptibility gene 101 protein,Homo sapiens
CHEMBL6162,6064,33473,79,Serine/threonine-protein kinase PFTAIRE-1,Homo sapiens
CHEMBL6165,6066,33474,61,Urotensin-2,Homo sapiens
CHEMBL6166,6067,33497,1044,Mitogen-activated protein kinase kinase kinase kinase 4,Homo sapiens
CHEMBL6167,6068,33477,79,Serine/threonine-protein kinase LATS1,Homo sapiens
CHEMBL6169,6070,33475,31,Putative uncharacterized protein pk7,Plasmodium falciparum
CHEMBL6172,6071,33476,48,D-amino-acid oxidase,Sus scrofa
CHEMBL6180,6077,33486,140,Envelope glycoprotein gp160,Human immunodeficiency virus type 1 group M subtype B (isolate YU-2)(HIV-1)
CHEMBL6184,6078,33487,197,Transporter,Rattus norvegicus
CHEMBL6186,6080,33481,73,Serine/threonine-protein kinase Sgk3,Homo sapiens
CHEMBL6191,6084,33483,76,SPS1/STE20-related protein kinase YSK4,Homo sapiens
CHEMBL6194,6085,33482,39,Pteridine reductase 1,Leishmania major
CHEMBL6197,6087,33484,67,Transporter,Macaca mulatta
